wood_DensityBasedClustering4minfeature.OBJECTID,wood_DensityBasedClustering4minfeature.SOURCE_ID,cluster,wood_DensityBasedClustering4minfeature.PROB,wood_DensityBasedClustering4minfeature.OUTLIER,wood_DensityBasedClustering4minfeature.EXEMPLAR,wood_DensityBasedClustering4minfeature.STABILITY,wood_DensityBasedClustering4minfeature.COLOR_ID,wood.FID,Suffix,Placename,State,Lat,Long
1854,1853,155,0.209036323,0.790963677,0,0.105688206,2,1853,wood,Stanwood,OH,40.7583902,-81.6337374
1855,1854,104,1,0,1,0.012340581,1,1854,wood,Valleywood,OH,39.7228372,-84.0749357
1858,1857,160,1,0,1,0.028053247,1,1857,wood,Northwood,OH,38.450084,-82.3529284
1859,1858,160,1,0,1,0.028053247,1,1858,wood,Brentwood,OH,38.442305,-82.4390429
1861,1860,120,0.181693141,0.818306859,0,0.113929225,1,1860,wood,Kenwood,OH,40.2506242,-80.9106469
1862,1861,153,0.972532791,0.027467209,0,0.000594621,6,1861,wood,Atwood,OH,40.5525635,-81.2423291
1863,1862,104,0.99487068,0.00512932,0,0.012340581,1,1862,wood,Edgewood,OH,39.5458932,-84.1368802
1864,1863,157,0.746522989,0.253477011,0,0.006906112,8,1863,wood,Driftwood,OH,41.7461543,-81.3062157
1865,1864,103,0.602748008,0.397251992,0,0.060641155,8,1864,wood,Beechwood,OH,39.1564493,-84.2735482
1866,1865,153,1,0,1,0.000594621,6,1865,wood,East Greenwood,OH,40.0264583,-81.9123552
1867,1866,153,1,0,1,0.000594621,6,1866,wood,Oakwood,OH,39.9831276,-81.5598447
1868,1867,156,1,0,1,0.012008667,5,1867,wood,Driftwood,OH,41.8528303,-81.0023185
1869,1868,156,1,0,1,0.012008667,5,1868,wood,Edgewood,OH,41.8728312,-80.7728638
1871,1870,103,0.998632774,0.001367226,0,0.060641155,8,1870,wood,Kenwood,OH,39.2106145,-84.3671619
1872,1871,103,1,0,1,0.060641155,8,1871,wood,Linwood,OH,39.1267268,-84.4096627
1873,1872,103,1,0,1,0.060641155,8,1872,wood,Norwood,OH,39.1556149,-84.4596641
1874,1873,157,1,0,1,0.006906112,8,1873,wood,Brentwood,OH,41.6478247,-81.3748323
1875,1874,157,1,0,1,0.006906112,8,1874,wood,Collinwood,OH,41.5583835,-81.5692903
1876,1875,103,0.998632774,0.001367226,0,0.060641155,8,1875,wood,Beechwood,OH,39.2083921,-84.3991073
1877,1876,120,0.166325002,0.833674998,0,0.113929225,1,1876,wood,Beechwood,OH,40.3778456,-80.708134
1882,1881,104,0.823344176,0.176655824,0,0.012340581,1,1881,wood,Trotwood,OH,39.7972788,-84.3113334
1883,1882,103,0.518813352,0.481186648,0,0.060641155,8,1882,wood,Westwood,OH,39.1486697,-84.5993894
1884,1883,153,1,0,1,0.000594621,6,1883,wood,Hartwood,OH,40.2786803,-81.4840048
1886,1885,120,0.157795305,0.842204695,0,0.113929225,1,1885,wood,Duncanwood,OH,40.1981246,-80.9495383
1887,1886,120,0.197910759,0.802089241,0,0.113929225,1,1886,wood,Fernwood,OH,40.3342353,-80.7075789
1888,1887,155,0.310510117,0.689489883,0,0.105688206,2,1887,wood,Sherwood,OH,40.8053351,-81.5548441
1890,1889,104,1,0,1,0.012340581,1,1889,wood,Englewood,OH,39.8775553,-84.3021673
1892,1891,103,0.998632774,0.001367226,0,0.060641155,8,1891,wood,Hazelwood,OH,39.2661693,-84.3629955
1893,1892,68,1,0,1,0.010007343,5,1892,wood,Homewood,OH,41.54283,-83.7324374
1894,1893,104,0.848750712,0.151249288,0,0.012340581,1,1893,wood,Kirkwood,OH,40.2161613,-84.1971658
1895,1894,157,1,0,1,0.006906112,8,1894,wood,Lakewood,OH,41.4819932,-81.7981908
1897,1896,104,0.99487068,0.00512932,0,0.012340581,1,1896,wood,Knollwood,OH,39.7333926,-84.0671577
1899,1898,68,1,0,1,0.010007343,5,1898,wood,Mellwood,OH,41.7069935,-83.5943799
1900,1899,103,0.354516695,0.645483305,0,0.060641155,8,1899,wood,Edgewood,OH,39.4111671,-84.5882808
1901,1900,68,1,0,1,0.010007343,5,1900,wood,Glenwood,OH,41.5650512,-83.5674334
1903,1902,97,0.762952236,0.237047764,0,0.005553976,3,1902,wood,Plumwood,OH,40.0081165,-83.4154754
1904,1903,68,0.480838404,0.519161596,0,0.010007343,5,1903,wood,Townwood,OH,41.1094961,-83.9004961
1905,1904,103,0.991985287,0.008014713,0,0.060641155,8,1904,wood,Glenwood,OH,39.2167257,-84.3310499
1907,1906,149,1,0,1,0.045803922,5,1906,wood,Caywood,OH,39.4567408,-81.3856746
1908,1907,149,1,0,1,0.045803922,5,1907,wood,East Norwood,OH,39.4170187,-81.4284538
1909,1908,149,1,0,1,0.045803922,5,1908,wood,Norwood,OH,39.419241,-81.4331762
1910,1909,160,0.727198639,0.272801361,0,0.028053247,1,1909,wood,Willow Wood,OH,38.561192,-82.4679336
1911,1910,156,1,0,1,0.012008667,5,1910,wood,Elmwood,OH,41.8117204,-80.9492601
1912,1911,157,0.772734849,0.227265151,0,0.006906112,8,1911,wood,Oakwood,OH,41.3653325,-81.5078959
1915,1914,159,0.805947587,0.194052413,0,0.005583624,8,1914,wood,Hedgewood,OH,38.8139696,-82.2093137
1918,1917,103,0.559517476,0.440482524,0,0.060641155,8,1917,wood,Sherwood,OH,39.0847833,-84.3607724
1919,1918,103,0.51990166,0.48009834,0,0.060641155,8,1918,wood,Dalewood,OH,39.3386111,-84.3855556
1920,1919,103,0.342454376,0.657545624,0,0.060641155,8,1919,wood,Brookwood,OH,39.4191667,-84.5963889
1921,1920,103,0.460495149,0.539504851,0,0.060641155,8,1920,wood,Homewood,OH,39.3761111,-84.5347222
1922,1921,150,0.961534332,0.038465668,0,0.008199041,4,1921,wood,Meadowood,OH,40.9797222,-80.5541667
1926,1925,156,1,0,1,0.012008667,5,1925,wood,Meadowood,OH,41.826704,-80.810322
1927,1926,97,1,0,1,0.005553976,3,1926,wood,Parkwood,OH,40.044678,-82.791661
1928,1927,97,1,0,1,0.005553976,3,1927,wood,Havenswood,OH,40.026697,-82.795531
1929,1928,97,1,0,1,0.005553976,3,1928,wood,Summerwood,OH,40.225,-82.950266
1930,1929,97,0.767602571,0.232397429,0,0.005553976,3,1929,wood,Bridlewood,OH,39.649789,-82.931368
1932,1931,97,1,0,1,0.005553976,3,1931,wood,Longwood,OH,39.899367,-82.812236
1933,1932,97,1,0,1,0.005553976,3,1932,wood,Copperwood,OH,40.004965,-83.165222
1934,1933,97,0.994459698,0.005540302,0,0.005553976,3,1933,wood,Lakewood,OH,40.016498,-83.178718
1935,1934,104,1,0,1,0.012340581,1,1934,wood,Ridgewood,OH,40.03201,-84.2191
1936,1935,104,1,0,1,0.012340581,1,1935,wood,Premwood,OH,40.0196,-84.2164
1937,1936,155,1,0,1,0.105688206,2,1936,wood,Forestwood,OH,40.9752,-81.5247
1938,1937,155,1,0,1,0.105688206,2,1937,wood,Villages At Meadow Wood,OH,40.9516,-81.4786
1939,1938,155,1,0,1,0.105688206,2,1938,wood,Estates At Meadow Wood,OH,40.9553,-81.4783
1940,1939,155,1,0,1,0.105688206,2,1939,wood,Meadow Wood,OH,40.9557,-81.4827
1945,1944,11,1,0,1,0.001086667,4,1944,wood,Driftwood,OK,36.8791951,-98.3595173
1946,1945,11,0.943269501,0.056730499,0,0.001086667,4,1945,wood,Elmwood,OK,36.6164172,-100.5226468
1948,1947,11,1,0,1,0.001086667,4,1947,wood,Oakwood,OK,35.9317107,-98.7050865
1949,1948,11,1,0,1,0.001086667,4,1948,wood,Ringwood,OK,36.3794782,-98.2453473
1951,1950,45,1,0,1,0.00231652,6,1950,wood,Cottonwood,OK,35.368426,-94.5491075
1955,1954,33,0.57836673,0.42163327,0,0.005310087,5,1954,wood,Kenwood,OK,36.3145314,-94.9857909
1956,1955,11,1,0,1,0.001086667,4,1955,wood,Moorewood,OK,35.7403254,-99.34899
1958,1957,45,0.860502828,0.139497172,0,0.00231652,6,1957,wood,Braidwood,OK,34.9484324,-94.7957858
1961,1960,14,1,0,1,0.003642542,2,1960,wood,Dellwood,OR,43.3690018,-124.0139916
1962,1961,16,0.727199892,0.272800108,0,0.077604392,3,1961,wood,Sellwood,OR,45.4645635,-122.6525945
1963,1962,16,0.258694161,0.741305839,0,0.077604392,3,1962,wood,Sherwood,OR,45.3565074,-122.840098
1964,1963,16,1,0,1,0.077604392,3,1963,wood,Lakewood,OR,45.4128973,-122.6662052
1965,1964,16,0.066526141,0.933473859,0,0.077604392,3,1964,wood,Bradwood,OR,46.1967768,-123.4390184
1966,1965,16,1,0,1,0.077604392,3,1965,wood,Briarwood,OR,45.4301194,-122.6606497
1967,1966,14,0.635636751,0.364363249,0,0.003642542,2,1966,wood,Chitwood,OR,44.6548405,-123.8226118
1968,1967,14,1,0,1,0.003642542,2,1967,wood,Englewood,OR,43.3501116,-124.2240014
1969,1968,16,1,0,1,0.077604392,3,1968,wood,Englewood,OR,45.4359522,-122.6964842
1970,1969,16,0.112633881,0.887366119,0,0.077604392,3,1969,wood,Fernwood,OR,45.1245671,-122.4711965
1971,1970,14,0.913397547,0.086602453,0,0.003642542,2,1970,wood,Glenwood,OR,44.0442916,-123.0348071
1972,1971,16,0.379724443,0.620275557,0,0.077604392,3,1971,wood,Hollywood,OR,45.5353963,-122.622317
1973,1972,16,0.529427204,0.470572796,0,0.077604392,3,1972,wood,Maplewood,OR,45.4698405,-122.7300967
1974,1973,14,1,0,1,0.003642542,2,1973,wood,Millwood,OR,43.3851152,-123.546199
1975,1974,16,0.442288607,0.557711393,0,0.077604392,3,1974,wood,Norwood,OR,45.3592857,-122.7539844
1976,1975,16,0.769844931,0.230155069,0,0.077604392,3,1975,wood,Robinwood,OR,45.3926199,-122.6470376
1977,1976,16,0.207259288,0.792740712,0,0.077604392,3,1976,wood,Rockwood,OR,45.5190087,-122.4770357
1978,1977,16,0.720237555,0.279762445,0,0.077604392,3,1977,wood,Rosewood,OR,45.3978968,-122.7331511
1979,1978,16,0.769844931,0.230155069,0,0.077604392,3,1978,wood,Shadowood,OR,45.3787307,-122.6945387
1980,1979,14,0.913397547,0.086602453,0,0.003642542,2,1979,wood,Deadwood,OR,44.0956754,-123.7634388
1981,1980,16,0.115925185,0.884074815,0,0.077604392,3,1980,wood,Elwood,OR,45.2081773,-122.3700844
1982,1981,16,0.131709746,0.868290254,0,0.077604392,3,1981,wood,Firwood,OR,45.3773425,-122.2248082
1983,1982,14,1,0,1,0.003642542,2,1982,wood,Shorewood,OR,43.4540018,-124.2181696
1984,1983,16,0.091713359,0.908286641,0,0.077604392,3,1983,wood,Wildwood,OR,45.3542856,-121.9811918
1985,1984,14,0.745752568,0.254247432,0,0.003642542,2,1984,wood,Glenwood,OR,43.5776214,-122.6567213
1986,1985,14,0.826975342,0.173024658,0,0.003642542,2,1985,wood,Wildwood,OR,43.7790128,-122.8261787
1987,1986,16,0.114407863,0.885592137,0,0.077604392,3,1986,wood,Laurelwood,OR,45.4228933,-123.0809389
1988,1987,16,1,0,1,0.077604392,3,1987,wood,Riverwood,OR,45.4440081,-122.6637056
1989,1988,16,0.097370805,0.902629195,0,0.077604392,3,1988,wood,Brightwood,OR,45.3762302,-122.0167482
1990,1989,16,0.066866315,0.933133685,0,0.077604392,3,1989,wood,Glenwood,OR,45.6492781,-123.2709469
1991,1990,16,0.274745798,0.725254202,0,0.077604392,3,1990,wood,Hazelwood,OR,45.5165085,-122.5239808
1996,1995,161,0.860898724,0.139101276,0,0.007118252,8,1995,wood,Bowood,PA,39.8161879,-79.8494967
1998,1997,164,0.932392665,0.067607335,0,0.06505667,3,1997,wood,Brentwood,PA,40.3706251,-79.974774
1999,1998,164,0.623302705,0.376697295,0,0.06505667,3,1998,wood,Brightwood,PA,40.3406252,-80.0325532
2000,1999,198,0.856625182,0.143374818,0,0.01906391,4,1999,wood,Buttonwood,PA,41.2220264,-75.9424207
2001,2000,220,1,0,1,0.018434718,6,2000,wood,Bywood,PA,39.9581682,-75.2668501
2002,2001,150,1,0,1,0.008199041,4,2001,wood,Castlewood,PA,40.9250625,-80.2742291
2004,2003,165,1,0,1,0.010607087,2,2003,wood,Eastwood,PA,40.291736,-79.5183727
2005,2004,165,0.770249669,0.229750331,0,0.010607087,2,2004,wood,Edgewood,PA,40.5808998,-79.2219808
2007,2006,198,0.856625182,0.143374818,0,0.01906391,4,2006,wood,Edgewood,PA,41.0475834,-75.9565898
2008,2007,164,1,0,1,0.06505667,3,2007,wood,Edgewood,PA,40.4320133,-79.8814386
2009,2008,220,1,0,1,0.018434718,6,2008,wood,Elmwood,PA,39.9178908,-75.2279592
2011,2010,198,0.46224087,0.53775913,0,0.01906391,4,2010,wood,Englewood,PA,40.7839773,-76.2418884
2012,2011,94,0.961883364,0.038116636,0,0.016601837,4,2011,wood,Fernwood,PA,40.7736713,-78.3983524
2013,2012,205,1,0,1,0.049127442,8,2012,wood,Glenwood,PA,40.2909223,-76.8460837
2014,2013,164,1,0,1,0.06505667,3,2013,wood,Glenwood,PA,40.405347,-79.9439402
2015,2014,198,0.535323369,0.464676631,0,0.01906391,4,2014,wood,Glenwood,PA,41.6517446,-75.7199121
2018,2017,94,1,0,1,0.016601837,4,2017,wood,Greenwood,PA,40.5359025,-78.3575135
2020,2019,198,1,0,1,0.01906391,4,2019,wood,Greenwood,PA,41.3723022,-75.70158
2021,2020,198,0.546932983,0.453067017,0,0.01906391,4,2020,wood,Harwood,PA,40.9439739,-76.0193717
2022,2021,164,1,0,1,0.06505667,3,2021,wood,Hazelwood,PA,40.4134025,-79.9392178
2024,2023,198,0.642414433,0.357585567,0,0.01906391,4,2023,wood,Hollywood,PA,40.9948058,-75.995481
2025,2024,95,1,0,1,0.003343268,6,2024,wood,Hollywood,PA,41.2420044,-78.5408555
2027,2026,205,0.236912492,0.763087508,0,0.049127442,8,2026,wood,Homewood,PA,40.1098143,-77.0441448
2028,2027,150,1,0,1,0.008199041,4,2027,wood,Homewood,PA,40.813953,-80.32923
2029,2028,217,0.235339915,0.764660085,0,0.231448875,2,2028,wood,Idlewood,PA,40.1645539,-74.9476674
2030,2029,164,0.354362598,0.645637402,0,0.06505667,3,2029,wood,Ivywood,PA,40.7108989,-79.8517204
2033,2032,182,0.562741599,0.437258401,0,0.018020422,3,2032,wood,Lakewood,PA,41.8520295,-75.3812888
2036,2035,219,0.120924928,0.879075072,0,0.485869237,5,2035,wood,Linwood,PA,39.8265015,-75.4254722
2037,2036,198,0.793647515,0.206352485,0,0.01906391,4,2036,wood,Lynnwood,PA,41.234804,-75.9315868
2038,2037,164,0.21743837,0.78256163,0,0.06505667,3,2037,wood,Lynnwood,PA,40.1242393,-79.8433791
2039,2038,164,0.22479273,0.77520727,0,0.06505667,3,2038,wood,Marwood,PA,40.7789535,-79.7731071
2040,2039,165,0.770249669,0.229750331,0,0.010607087,2,2039,wood,Millwood,PA,40.3525698,-79.2783682
2041,2040,165,1,0,1,0.010607087,2,2040,wood,Morewood,PA,40.1481275,-79.5630945
2042,2041,94,1,0,1,0.016601837,4,2041,wood,Northwood,PA,40.68534,-78.2297354
2043,2042,220,1,0,1,0.018434718,6,2042,wood,Norwood,PA,39.8917793,-75.2996309
2044,2043,205,0.357176337,0.642823663,0,0.049127442,8,2043,wood,Outwood,PA,40.5442556,-76.4760716
2045,2044,165,0.713325553,0.286674447,0,0.010607087,2,2044,wood,Parkwood,PA,40.6189547,-79.3011497
2047,2046,217,0.612615186,0.387384814,0,0.231448875,2,2046,wood,Pinewood,PA,40.1567764,-74.8207188
2049,2048,198,1,0,1,0.01906391,4,2048,wood,Ridgewood,PA,41.2773032,-75.8126943
2051,2050,205,0.342469249,0.657530751,0,0.049127442,8,2050,wood,Rockwood,PA,40.380369,-76.4510735
2052,2051,217,0.231733798,0.768266202,0,0.231448875,2,2051,wood,Stanwood,PA,40.1073326,-74.9523901
2053,2052,165,1,0,1,0.010607087,2,2052,wood,Thornwood,PA,40.1131282,-79.5853169
2054,2053,217,1,0,1,0.231448875,2,2053,wood,Violet Wood,PA,40.1381655,-74.8496087
2055,2054,94,1,0,1,0.016601837,4,2054,wood,Wehnwood,PA,40.5370135,-78.4025142
2057,2056,164,0.354362598,0.645637402,0,0.06505667,3,2056,wood,Wildwood,PA,40.5942343,-79.9700552
2059,2058,217,0.723845619,0.276154381,0,0.231448875,2,2058,wood,Will O Wood,PA,40.159554,-74.8298858
2060,2059,217,1,0,1,0.231448875,2,2059,wood,Wood,PA,40.1406655,-74.8468308
2061,2060,94,0.530940677,0.469059323,0,0.016601837,4,2060,wood,Wood,PA,40.1684142,-78.1363963
2062,2061,220,1,0,1,0.018434718,6,2061,wood,Wynnewood,PA,40.0028901,-75.2707389
2063,2062,217,1,0,1,0.231448875,2,2062,wood,Yellowood,PA,40.1287212,-74.8640536
2064,2063,165,1,0,1,0.010607087,2,2063,wood,Youngwood,PA,40.240348,-79.5767066
2065,2064,95,1,0,1,0.003343268,6,2064,wood,Driftwood,PA,41.3397846,-78.134172
2068,2067,217,1,0,1,0.231448875,2,2067,wood,Whitewood,PA,40.1395543,-74.8618313
2069,2068,205,0.218534088,0.781465912,0,0.049127442,8,2068,wood,Barwood,PA,39.9978755,-76.6730214
2071,2070,164,0.66568195,0.33431805,0,0.06505667,3,2070,wood,Eastwood,PA,40.4614575,-79.8617161
2072,2071,164,1,0,1,0.06505667,3,2071,wood,Homewood,PA,40.4514578,-79.9078285
2073,2072,164,0.623302705,0.376697295,0,0.06505667,3,2072,wood,Idlewood,PA,40.4284023,-80.0747773
2074,2073,164,0.693808949,0.306191051,0,0.06505667,3,2073,wood,Westwood,PA,40.4292358,-80.0397763
2075,2074,95,1,0,1,0.003343268,6,2074,wood,Beechwood,PA,41.4850624,-78.390849
2077,2076,198,0.562177811,0.437822189,0,0.01906391,4,2076,wood,Maplewood,PA,41.4317511,-75.4365716
2078,2077,54,0.676529662,0.323470338,0,0.005804625,5,2077,wood,Beechwood,PA,41.9736744,-78.6019703
2079,2078,198,1,0,1,0.01906391,4,2078,wood,Crestwood,PA,41.3548044,-75.5651871
2081,2080,205,0.36607644,0.63392356,0,0.049127442,8,2080,wood,Englewood,PA,40.3434232,-76.6330235
2082,2081,205,0.421221611,0.578778389,0,0.049127442,8,2081,wood,Ramblewood,PA,40.1475927,-76.8277491
2083,2082,205,1,0,1,0.049127442,8,2082,wood,Pennwood,PA,40.2959224,-76.7996936
2084,2083,205,1,0,1,0.049127442,8,2083,wood,Colonial Wood,PA,40.2992556,-76.8296944
2085,2084,205,1,0,1,0.049127442,8,2084,wood,Chartwood,PA,40.2650897,-76.7880268
2086,2085,217,0.267056927,0.732943073,0,0.231448875,2,2085,wood,Brookwood,PA,40.0956662,-74.9357229
2087,2086,164,0.501386008,0.498613992,0,0.06505667,3,2086,wood,Fairywood,PA,40.4503467,-80.0839444
2091,2090,205,0.249147206,0.750852794,0,0.049127442,8,2090,wood,Blackwood,PA,40.6417561,-76.3271737
2093,2092,198,0.617209839,0.382790161,0,0.01906391,4,2092,wood,Hallwood,PA,41.2242491,-76.1232614
2095,2094,205,0.36607644,0.63392356,0,0.049127442,8,2094,wood,Inwood,PA,40.4756449,-76.5207968
2097,2096,95,1,0,1,0.003343268,6,2096,wood,Lockwood,PA,41.528952,-78.2741777
2099,2098,198,1,0,1,0.01906391,4,2098,wood,Marshwood,PA,41.4361926,-75.5671312
2102,2101,214,0.75414785,0.24585215,0,0.124481223,7,2101,wood,Ridgewood,PA,40.3009259,-75.8979832
2104,2103,220,1,0,1,0.018434718,6,2103,wood,Fernwood,PA,39.9384461,-75.2529604
2105,2104,150,1,0,1,0.008199041,4,2104,wood,Kenwood,PA,40.7489545,-80.2970068
2108,2107,94,1,0,1,0.016601837,4,2107,wood,Bellwood,PA,40.6033996,-78.3247365
2109,2108,214,0.290479417,0.709520583,0,0.124481223,7,2108,wood,Fleetwood,PA,40.4539828,-75.8179764
2110,2109,205,0.39950651,0.60049349,0,0.049127442,8,2109,wood,Kingwood,PA,40.2625889,-76.9552529
2111,2110,164,0.23420907,0.76579093,0,0.06505667,3,2110,wood,Meadowood,PA,40.8420089,-79.8939441
2112,2111,150,1,0,1,0.008199041,4,2111,wood,Oakwood,PA,41.0106161,-80.37951
2113,2112,94,0.516208754,0.483791246,0,0.016601837,4,2112,wood,Ramblewood,PA,40.7195071,-77.956392
2114,2113,220,0.934789353,0.065210647,0,0.018434718,6,2113,wood,Haverwood,PA,39.9772,-75.3247
2119,2118,214,0.334235909,0.665764091,0,0.124481223,7,2118,wood,Briarwood,PA,40.184954,-75.846087
2120,2119,214,1,0,1,0.124481223,7,2119,wood,Crestwood,PA,40.31373,-75.877842
2121,2120,214,1,0,1,0.124481223,7,2120,wood,Lincolnwood,PA,40.292457,-75.838889
2122,2121,214,1,0,1,0.124481223,7,2121,wood,Ramblewood,PA,40.329685,-75.846793
2123,2122,214,1,0,1,0.124481223,7,2122,wood,Marywood,PA,40.326198,-75.854898
2125,2124,51,0.529925776,0.470074224,0,0.112703743,1,2124,wood,Greenwood,RI,41.7084341,-71.444224
2126,2125,51,1,0,1,0.112703743,1,2125,wood,Lakewood,RI,41.7592675,-71.4083891
2127,2126,51,1,0,1,0.112703743,1,2126,wood,Norwood,RI,41.7520451,-71.4281122
2128,2127,51,1,0,1,0.112703743,1,2127,wood,Edgewood,RI,41.7814895,-71.3975555
2129,2128,51,1,0,1,0.112703743,1,2128,wood,Elmwood,RI,41.7978782,-71.4261681
2130,2129,87,1,0,1,0.024850853,1,2129,wood,Longwood,SC,32.3226976,-80.6098297
2132,2131,115,0.28672557,0.71327443,0,0.130186736,6,2131,wood,Smallwood,SC,34.2826475,-80.9503645
2133,2132,175,1,0,1,0.05296079,5,2132,wood,Arrowood,SC,35.0681838,-81.6256518
2134,2133,175,1,0,1,0.05296079,5,2133,wood,Laurelwood,SC,35.0042958,-81.6153743
2135,2134,175,1,0,1,0.05296079,5,2134,wood,Maplewood,SC,35.0954059,-81.6189847
2136,2135,175,1,0,1,0.05296079,5,2135,wood,Tanglewood,SC,35.041795,-81.6359303
2138,2137,116,0.459408743,0.540591257,0,0.055353563,7,2137,wood,Ashwood,SC,34.1090442,-80.3164653
2139,2138,80,1,0,1,0.054049518,3,2138,wood,Brentwood,SC,32.8565642,-80.0112004
2140,2139,183,1,0,1,0.05238725,1,2139,wood,Dellwood,SC,34.878173,-82.3612307
2141,2140,80,0.485220642,0.514779358,0,0.054049518,3,2140,wood,Ellwood,SC,33.1110039,-79.9361924
2142,2141,183,0.992367768,0.007632232,0,0.05238725,1,2141,wood,Glenwood,SC,34.8317829,-82.5812418
2143,2142,80,0.495825891,0.504174109,0,0.054049518,3,2142,wood,Hollywood,SC,32.7343442,-80.2417651
2144,2143,56,0.399913259,0.600086741,0,0.054061516,2,2143,wood,Lakewood,SC,33.6271146,-78.963088
2145,2144,177,1,0,1,0.051427034,1,2144,wood,Lakewood,SC,35.0209779,-81.0447988
2146,2145,183,1,0,1,0.05238725,1,2145,wood,Leawood,SC,34.8917839,-82.4031767
2147,2146,90,0.333663346,0.666336654,0,0.10965638,7,2146,wood,Lynwood,SC,33.5076369,-81.8603904
2148,2147,116,0.427229737,0.572770263,0,0.055353563,7,2147,wood,Pinewood,SC,33.7404382,-80.4634176
2149,2148,115,0.358325592,0.641674408,0,0.130186736,6,2148,wood,Pinewood,SC,33.8859877,-80.8570341
2150,2149,115,1,0,1,0.130186736,6,2149,wood,Ravenwood,SC,34.0340435,-80.9673123
2151,2150,154,1,0,1,0.129199837,2,2150,wood,South Greenwood,SC,34.1645678,-82.1367878
2152,2151,194,0.949473847,0.050526153,0,0.078491913,4,2151,wood,Bridlewood,SC,34.5806627,-82.7018026
2153,2152,194,1,0,1,0.078491913,4,2152,wood,Cedarwood,SC,34.5534406,-82.6618008
2154,2153,194,0.728591196,0.271408804,0,0.078491913,4,2153,wood,Parkwood,SC,34.5376054,-82.721525
2155,2154,194,0.431292994,0.568707006,0,0.078491913,4,2154,wood,Shadow Wood,SC,34.5695485,-82.8240298
2156,2155,177,1,0,1,0.051427034,1,2155,wood,Brookwood,SC,34.9932018,-81.0178552
2157,2156,177,1,0.187605671,0,0.051427034,1,2156,wood,Carowood,SC,35.0593125,-80.9759094
2158,2157,177,0.911259178,0.088740822,0,0.051427034,1,2157,wood,Cedarwood,SC,35.1051423,-81.0575759
2159,2158,177,1,0,1,0.051427034,1,2158,wood,Cedarwood,SC,34.9829247,-80.9970221
2160,2159,177,1,0,1,0.051427034,1,2159,wood,Heatherwood,SC,34.9573668,-81.0372999
2161,2160,177,0.865304835,0.134695165,0,0.051427034,1,2160,wood,Oakwood,SC,35.1054199,-81.0631314
2162,2161,177,0.718863435,0.281136565,0,0.051427034,1,2161,wood,Ravenwood,SC,34.9101461,-80.9331314
2163,2162,154,1,0,1,0.129199837,2,2162,wood,Beechwood,SC,34.1984568,-82.122065
2164,2163,154,0.357393365,0.642606635,0,0.129199837,2,2163,wood,Dalewood,SC,34.2473418,-82.224012
2165,2164,154,0.528481499,0.471518501,0,0.129199837,2,2164,wood,Idlewood,SC,34.2342876,-82.1895666
2166,2165,154,1,0,1,0.129199837,2,2165,wood,Parkwood,SC,34.1812347,-82.1240097
2167,2166,154,0.896676006,0.103323994,0,0.129199837,2,2166,wood,Wisewood,SC,34.1537344,-82.1448437
2168,2167,80,0.800214277,0.199785723,0,0.054049518,3,2167,wood,Windwood,SC,33.1071142,-80.0823089
2169,2168,154,0.215946698,0.784053302,0,0.129199837,2,2168,wood,Greenwood,SC,34.258461,-81.9751157
2170,2169,154,0.10359634,0.89640366,0,0.129199837,2,2169,wood,Smallwood,SC,34.4931835,-81.8670447
2171,2170,116,0.271435031,0.728564969,0,0.055353563,7,2170,wood,Arrowwood,SC,34.2726514,-80.5706333
2173,2172,116,0.257342769,0.742657231,0,0.055353563,7,2172,wood,Kirkwood,SC,34.2693172,-80.6092456
2174,2173,91,1,0,1,0.038227159,3,2173,wood,Deerwood,SC,33.5270823,-81.7606654
2175,2174,91,1,0,1,0.038227159,3,2174,wood,Gatewood,SC,33.5362507,-81.6984421
2176,2175,90,0.405818415,0.594181585,0,0.10965638,7,2175,wood,Heatherwood,SC,33.5820796,-81.94317
2177,2176,90,0.405818415,0.594181585,0,0.10965638,7,2176,wood,Lakewood,SC,33.5162475,-81.9006691
2178,2177,90,0.436359864,0.563640136,0,0.10965638,7,2177,wood,Lakewood,SC,33.5204133,-81.9817823
2179,2178,90,0.426939883,0.573060117,0,0.10965638,7,2178,wood,Sandlewood,SC,33.5506915,-81.9137249
2180,2179,91,1,0,1,0.038227159,3,2179,wood,Southwood,SC,33.5243046,-81.766499
2181,2180,91,1,0,1,0.038227159,3,2180,wood,Westwood,SC,33.5373605,-81.7409427
